simTime_s,runTime_s,timing,phase,aCam_mps2,speed_mps,yawRate_dps,jerk_mps3
12.927,10.274,1,前進 4,0.0854,0.7579,-0.044,0.597
12.929,10.276,1,前進 4,0.0865,0.7577,-0.044,0.582
12.931,10.278,1,前進 4,0.0877,0.7576,-0.043,0.582
12.933,10.280,1,前進 4,0.0888,0.7574,-0.043,0.582
12.935,10.282,1,前進 4,0.0900,0.7572,-0.043,0.567
12.937,10.284,1,前進 4,0.0911,0.7570,-0.042,0.567
12.939,10.286,1,前進 4,0.0922,0.7568,-0.042,0.567
12.941,10.288,1,前進 4,0.0933,0.7567,-0.042,0.552
12.943,10.290,1,前進 4,0.0945,0.7565,-0.042,0.567
12.945,10.292,1,前進 4,0.0956,0.7563,-0.041,0.552
12.947,10.294,1,前進 4,0.0967,0.7561,-0.041,0.537
12.949,10.296,1,前進 4,0.0978,0.7559,-0.041,0.552
12.951,10.298,1,前進 4,0.0988,0.7557,-0.040,0.537
12.953,10.300,1,前進 4,0.0999,0.7555,-0.040,0.537
12.955,10.302,1,前進 4,0.1010,0.7553,-0.040,0.522
12.957,10.304,1,前進 4,0.1020,0.7551,-0.040,0.537
12.959,10.306,1,前進 4,0.1031,0.7549,-0.039,0.522
12.961,10.308,1,前進 4,0.1041,0.7547,-0.039,0.522
12.963,10.310,1,前進 4,0.1051,0.7545,-0.039,0.507
12.965,10.312,1,前進 4,0.1062,0.7542,-0.039,0.522
12.967,10.314,1,前進 4,0.1072,0.7540,-0.038,0.507
12.969,10.316,1,前進 4,0.1082,0.7538,-0.038,0.507
12.971,10.318,1,前進 4,0.1092,0.7536,-0.038,0.492
12.973,10.320,1,前進 4,0.1102,0.7534,-0.037,0.492
12.975,10.322,1,前進 4,0.1112,0.7532,-0.037,0.507
12.977,10.324,1,前進 4,0.1121,0.7529,-0.037,0.477
12.979,10.326,1,前進 4,0.1131,0.7527,-0.037,0.492
12.981,10.328,1,前進 4,0.1141,0.7525,-0.036,0.477
12.983,10.330,1,前進 4,0.1151,0.7522,-0.036,0.492
12.985,10.332,1,前進 4,0.1160,0.7520,-0.036,0.462
12.987,10.334,1,前進 4,0.1169,0.7518,-0.036,0.477
12.989,10.336,1,前進 4,0.1179,0.7515,-0.035,0.477
12.991,10.338,1,前進 4,0.1188,0.7513,-0.035,0.462
12.993,10.340,1,前進 4,0.1197,0.7511,-0.035,0.462
12.995,10.342,1,前進 4,0.1206,0.7508,-0.035,0.447
12.997,10.344,1,前進 4,0.1216,0.7506,-0.034,0.462
12.999,10.346,1,前進 4,0.1225,0.7503,-0.034,0.447
13.001,10.348,1,前進 4,0.1233,0.7501,-0.034,0.447
13.003,10.350,1,前進 4,0.1242,0.7498,-0.034,0.447
13.005,10.352,1,前進 4,0.1251,0.7496,-0.033,0.447
13.007,10.354,1,前進 4,0.1260,0.7493,-0.033,0.432
13.009,10.356,1,前進 4,0.1269,0.7491,-0.033,0.432
13.011,10.358,1,前進 4,0.1277,0.7488,-0.033,0.432
13.013,10.360,1,前進 4,0.1286,0.7486,-0.033,0.432
13.015,10.362,1,前進 4,0.1295,0.7483,-0.032,0.432
13.017,10.364,1,前進 4,0.1303,0.7481,-0.032,0.418
13.019,10.366,1,前進 4,0.1311,0.7478,-0.032,0.418
13.021,10.368,1,前進 4,0.1320,0.7475,-0.032,0.418
13.023,10.370,1,前進 4,0.1328,0.7473,-0.031,0.418
13.025,10.372,1,前進 4,0.1336,0.7470,-0.031,0.403
13.027,10.374,1,前進 4,0.1344,0.7467,-0.031,0.418
13.029,10.376,1,前進 4,0.1352,0.7465,-0.031,0.403
13.031,10.378,1,前進 4,0.1361,0.7462,-0.031,0.403
13.033,10.380,1,前進 4,0.1369,0.7459,-0.030,0.403
13.035,10.382,1,前進 4,0.1376,0.7456,-0.030,0.388
13.037,10.384,1,前進 4,0.1384,0.7454,-0.030,0.388
13.039,10.386,1,前進 4,0.1392,0.7451,-0.030,0.403
13.041,10.388,1,前進 4,0.1400,0.7448,-0.030,0.388
13.043,10.390,1,前進 4,0.1407,0.7445,-0.029,0.373
13.045,10.392,1,前進 4,0.1415,0.7442,-0.029,0.388
13.047,10.394,1,前進 4,0.1423,0.7440,-0.029,0.373
13.049,10.396,1,前進 4,0.1430,0.7437,-0.029,0.388
13.051,10.398,1,前進 4,0.1438,0.7434,-0.029,0.373
13.053,10.400,1,前進 4,0.1445,0.7431,-0.028,0.358
13.055,10.402,1,前進 4,0.1452,0.7428,-0.028,0.373
13.057,10.404,1,前進 4,0.1460,0.7425,-0.028,0.373
13.059,10.406,1,前進 4,0.1467,0.7422,-0.028,0.358
13.061,10.408,1,前進 4,0.1474,0.7419,-0.028,0.358
13.063,10.410,1,前進 4,0.1481,0.7416,-0.027,0.358
13.065,10.412,1,前進 4,0.1488,0.7413,-0.027,0.358
13.067,10.414,1,前進 4,0.1495,0.7410,-0.027,0.343
13.069,10.416,1,前進 4,0.1503,0.7407,-0.027,0.358
13.071,10.418,1,前進 4,0.1509,0.7404,-0.027,0.343
13.073,10.420,1,前進 4,0.1516,0.7401,-0.026,0.343
13.075,10.422,1,前進 4,0.1523,0.7398,-0.026,0.343
13.077,10.424,1,前進 4,0.1530,0.7395,-0.026,0.343
13.079,10.426,1,前進 4,0.1537,0.7392,-0.026,0.343
13.081,10.428,1,前進 4,0.1543,0.7389,-0.026,0.328
13.083,10.430,1,前進 4,0.1550,0.7386,-0.025,0.328
13.085,10.432,1,前進 4,0.1556,0.7383,-0.025,0.328
13.087,10.434,1,前進 4,0.1563,0.7380,-0.025,0.328
13.089,10.436,1,前進 4,0.1570,0.7376,-0.025,0.328
13.091,10.438,1,前進 4,0.1576,0.7373,-0.025,0.328
13.093,10.440,1,前進 4,0.1582,0.7370,-0.025,0.313
13.095,10.442,1,前進 4,0.1589,0.7367,-0.024,0.328
13.097,10.444,1,前進 4,0.1595,0.7364,-0.024,0.313
13.099,10.446,1,前進 4,0.1602,0.7361,-0.024,0.313
13.101,10.448,1,前進 4,0.1608,0.7357,-0.024,0.313
13.103,10.450,1,前進 4,0.1614,0.7354,-0.024,0.298
13.105,10.452,1,前進 4,0.1620,0.7351,-0.024,0.313
13.107,10.454,1,前進 4,0.1626,0.7348,-0.023,0.298
13.109,10.456,1,前進 4,0.1632,0.7344,-0.023,0.313
13.111,10.458,1,前進 4,0.1638,0.7341,-0.023,0.298
13.113,10.460,1,前進 4,0.1644,0.7338,-0.023,0.298
13.115,10.462,1,前進 4,0.1650,0.7334,-0.023,0.283
13.117,10.464,1,前進 4,0.1656,0.7331,-0.023,0.298
13.119,10.466,1,前進 4,0.1662,0.7328,-0.022,0.298
13.121,10.468,1,前進 4,0.1667,0.7325,-0.022,0.283
13.123,10.470,1,前進 4,0.1673,0.7321,-0.022,0.283
13.125,10.472,1,前進 4,0.1679,0.7318,-0.022,0.283
13.127,10.474,1,前進 4,0.1684,0.7314,-0.022,0.283
13.129,10.476,1,前進 4,0.1690,0.7311,-0.022,0.283
13.131,10.478,1,前進 4,0.1696,0.7308,-0.021,0.283
13.133,10.480,1,前進 4,0.1701,0.7304,-0.021,0.283
13.135,10.482,1,前進 4,0.1707,0.7301,-0.021,0.268
13.137,10.484,1,前進 4,0.1712,0.7297,-0.021,0.268
13.139,10.486,1,前進 4,0.1718,0.7294,-0.021,0.268
13.141,10.488,1,前進 4,0.1723,0.7291,-0.021,0.283
13.143,10.490,1,前進 4,0.1728,0.7287,-0.021,0.254
13.145,10.492,1,前進 4,0.1734,0.7284,-0.020,0.268
13.147,10.494,1,前進 4,0.1739,0.7280,-0.020,0.268
13.149,10.496,1,前進 4,0.1744,0.7277,-0.020,0.254
13.151,10.498,1,前進 4,0.1749,0.7273,-0.020,0.268
13.153,10.500,1,前進 4,0.1755,0.7270,-0.020,0.254
13.155,10.502,1,前進 4,0.1760,0.7266,-0.020,0.254
13.157,10.504,1,前進 4,0.1765,0.7263,-0.020,0.254
13.159,10.506,1,前進 4,0.1770,0.7259,-0.019,0.254
13.161,10.508,1,前進 4,0.1775,0.7256,-0.019,0.254
13.163,10.510,1,前進 4,0.1780,0.7252,-0.019,0.254
13.165,10.512,1,前進 4,0.1785,0.7248,-0.019,0.239
13.167,10.514,1,前進 4,0.1790,0.7245,-0.019,0.253
13.169,10.516,1,前進 4,0.1794,0.7241,-0.019,0.239
13.171,10.518,1,前進 4,0.1799,0.7238,-0.019,0.239
13.173,10.520,1,前進 4,0.1804,0.7234,-0.019,0.239
13.175,10.522,1,前進 4,0.1809,0.7230,-0.018,0.239
13.177,10.524,1,前進 4,0.1814,0.7227,-0.018,0.239
13.179,10.526,1,前進 4,0.1818,0.7223,-0.018,0.239
13.181,10.528,1,前進 4,0.1823,0.7219,-0.018,0.224
13.183,10.530,1,前進 4,0.1828,0.7216,-0.018,0.239
13.185,10.532,1,前進 4,0.1832,0.7212,-0.018,0.224
13.187,10.534,1,前進 4,0.1837,0.7209,-0.018,0.239
13.189,10.536,1,前進 4,0.1841,0.7205,-0.018,0.224
13.191,10.538,1,前進 4,0.1846,0.7201,-0.017,0.224
13.193,10.540,1,前進 4,0.1850,0.7197,-0.017,0.224
13.195,10.542,1,前進 4,0.1855,0.7194,-0.017,0.224
13.197,10.544,1,前進 4,0.1859,0.7190,-0.017,0.209
13.199,10.546,1,前進 4,0.1863,0.7186,-0.017,0.224
13.201,10.548,1,前進 4,0.1868,0.7183,-0.017,0.224
13.203,10.550,1,前進 4,0.1872,0.7179,-0.017,0.209
13.205,10.552,1,前進 4,0.1876,0.7175,-0.017,0.209
13.207,10.554,1,前進 4,0.1881,0.7171,-0.016,0.224
13.209,10.556,1,前進 4,0.1885,0.7168,-0.016,0.209
13.211,10.558,1,前進 4,0.1889,0.7164,-0.016,0.209
13.213,10.560,1,前進 4,0.1893,0.7160,-0.016,0.209
13.215,10.562,1,前進 4,0.1897,0.7156,-0.016,0.194
13.217,10.564,1,前進 4,0.1901,0.7152,-0.016,0.209
13.219,10.566,1,前進 4,0.1905,0.7149,-0.016,0.209
13.221,10.568,1,前進 4,0.1909,0.7145,-0.016,0.194
13.223,10.570,1,前進 4,0.1913,0.7141,-0.015,0.209
13.225,10.572,1,前進 4,0.1917,0.7137,-0.015,0.194
13.227,10.574,1,前進 4,0.1921,0.7133,-0.015,0.194
13.229,10.576,1,前進 4,0.1925,0.7129,-0.015,0.209
13.231,10.578,1,前進 4,0.1929,0.7126,-0.015,0.194
13.233,10.580,1,前進 4,0.1933,0.7122,-0.015,0.194
13.235,10.582,1,前進 4,0.1937,0.7118,-0.015,0.179
13.237,10.584,1,前進 4,0.1941,0.7114,-0.015,0.194
13.239,10.586,1,前進 4,0.1945,0.7110,-0.015,0.194
13.241,10.588,1,前進 4,0.1948,0.7106,-0.015,0.194
13.243,10.590,1,前進 4,0.1952,0.7102,-0.014,0.179
13.245,10.592,1,前進 4,0.1956,0.7098,-0.014,0.194
13.247,10.594,1,前進 4,0.1959,0.7094,-0.014,0.179
13.249,10.596,1,前進 4,0.1963,0.7090,-0.014,0.179
13.251,10.598,1,前進 4,0.1967,0.7087,-0.014,0.179
13.253,10.600,1,前進 4,0.1970,0.7083,-0.014,0.179
13.255,10.602,1,前進 4,0.1974,0.7079,-0.014,0.179
13.257,10.604,1,前進 4,0.1977,0.7075,-0.014,0.179
13.259,10.606,1,前進 4,0.1981,0.7071,-0.014,0.179
13.261,10.608,1,前進 4,0.1984,0.7067,-0.014,0.179
13.263,10.610,1,前進 4,0.1988,0.7063,-0.013,0.179
13.265,10.612,1,前進 4,0.1991,0.7059,-0.013,0.164
13.267,10.614,1,前進 4,0.1995,0.7055,-0.013,0.179
13.269,10.616,1,前進 4,0.1998,0.7051,-0.013,0.164
13.271,10.618,1,前進 4,0.2001,0.7047,-0.013,0.164
13.273,10.620,1,前進 4,0.2005,0.7043,-0.013,0.179
13.275,10.622,1,前進 4,0.2008,0.7039,-0.013,0.164
13.277,10.624,1,前進 4,0.2012,0.7035,-0.013,0.164
13.279,10.626,1,前進 4,0.2015,0.7031,-0.013,0.164
13.281,10.628,1,前進 4,0.2018,0.7027,-0.013,0.164
13.283,10.630,1,前進 4,0.2021,0.7023,-0.013,0.164
13.285,10.632,1,前進 4,0.2025,0.7019,-0.012,0.164
13.287,10.634,1,前進 4,0.2028,0.7015,-0.012,0.149
13.289,10.636,1,前進 4,0.2031,0.7010,-0.012,0.164
13.291,10.638,1,前進 4,0.2034,0.7006,-0.012,0.149
13.293,10.640,1,前進 4,0.2037,0.7002,-0.012,0.164
13.295,10.642,1,前進 4,0.2040,0.6998,-0.012,0.149
13.297,10.644,1,前進 4,0.2044,0.6994,-0.012,0.164
13.299,10.646,1,前進 4,0.2047,0.6990,-0.012,0.149
13.301,10.648,1,前進 4,0.2049,0.6986,-0.012,0.149
13.303,10.650,1,前進 4,0.2052,0.6982,-0.012,0.149
13.305,10.652,1,前進 4,0.2055,0.6978,-0.012,0.149
13.307,10.654,1,前進 4,0.2058,0.6974,-0.011,0.149
13.309,10.656,1,前進 4,0.2061,0.6969,-0.011,0.149
13.311,10.658,1,前進 4,0.2064,0.6965,-0.011,0.149
13.313,10.660,1,前進 4,0.2067,0.6961,-0.011,0.149
13.315,10.662,1,前進 4,0.2070,0.6957,-0.011,0.149
13.317,10.664,1,前進 4,0.2073,0.6953,-0.011,0.134
13.319,10.666,1,前進 4,0.2076,0.6949,-0.011,0.149
13.321,10.668,1,前進 4,0.2079,0.6945,-0.011,0.149
13.323,10.670,1,前進 4,0.2082,0.6940,-0.011,0.134
13.325,10.672,1,前進 4,0.2084,0.6936,-0.011,0.134
13.327,10.674,1,前進 4,0.2087,0.6932,-0.011,0.149
13.329,10.676,1,前進 4,0.2090,0.6928,-0.011,0.134
13.331,10.678,1,前進 4,0.2093,0.6924,-0.011,0.134
13.333,10.680,1,前進 4,0.2095,0.6920,-0.010,0.134
13.335,10.682,1,前進 4,0.2098,0.6915,-0.010,0.134
13.337,10.684,1,前進 4,0.2101,0.6911,-0.010,0.134
13.339,10.686,1,前進 4,0.2103,0.6907,-0.010,0.134
13.341,10.688,1,前進 4,0.2106,0.6903,-0.010,0.134
13.343,10.690,1,前進 4,0.2109,0.6899,-0.010,0.134
13.345,10.692,1,前進 4,0.2112,0.6894,-0.010,0.134
13.347,10.694,1,前進 4,0.2114,0.6890,-0.010,0.119
13.349,10.696,1,前進 4,0.2117,0.6886,-0.010,0.134
13.351,10.698,1,前進 4,0.2119,0.6882,-0.010,0.134
13.353,10.700,1,前進 4,0.2122,0.6877,-0.010,0.119
13.355,10.702,1,前進 4,0.2124,0.6873,-0.010,0.134
13.357,10.704,1,前進 4,0.2127,0.6869,-0.010,0.119
13.359,10.706,1,前進 4,0.2129,0.6865,-0.010,0.119
13.361,10.708,1,前進 4,0.2132,0.6860,-0.009,0.134
13.363,10.710,1,前進 4,0.2134,0.6856,-0.009,0.119
13.365,10.712,1,前進 4,0.2137,0.6852,-0.009,0.119
13.367,10.714,1,前進 4,0.2139,0.6848,-0.009,0.119
13.369,10.716,1,前進 4,0.2141,0.6843,-0.009,0.119
13.371,10.718,1,前進 4,0.2144,0.6839,-0.009,0.119
13.373,10.720,1,前進 4,0.2146,0.6835,-0.009,0.119
13.375,10.722,1,前進 4,0.2149,0.6830,-0.009,0.119
13.377,10.724,1,前進 4,0.2151,0.6826,-0.009,0.119
13.379,10.726,1,前進 4,0.2153,0.6822,-0.009,0.119
13.381,10.728,1,前進 4,0.2156,0.6817,-0.009,0.119
13.383,10.730,1,前進 4,0.2158,0.6813,-0.009,0.104
13.385,10.732,1,前進 4,0.2160,0.6809,-0.009,0.119
13.387,10.734,1,前進 4,0.2163,0.6804,-0.009,0.119
13.389,10.736,1,前進 4,0.2165,0.6800,-0.009,0.104
13.391,10.738,1,前進 4,0.2167,0.6796,-0.008,0.119
13.393,10.740,1,前進 4,0.2169,0.6791,-0.008,0.104
13.395,10.742,1,前進 4,0.2171,0.6787,-0.008,0.104
13.397,10.744,1,前進 4,0.2174,0.6783,-0.008,0.119
13.399,10.746,1,前進 4,0.2176,0.6778,-0.008,0.104
13.401,10.748,1,前進 4,0.2178,0.6774,-0.008,0.104
13.403,10.750,1,前進 4,0.2180,0.6770,-0.008,0.104
13.405,10.752,1,前進 4,0.2182,0.6765,-0.008,0.119
13.407,10.754,1,前進 4,0.2184,0.6761,-0.008,0.104
13.409,10.756,1,前進 4,0.2186,0.6757,-0.008,0.104
13.411,10.758,1,前進 4,0.2188,0.6752,-0.008,0.104
13.413,10.760,1,前進 4,0.2191,0.6748,-0.008,0.104
13.415,10.762,1,前進 4,0.2193,0.6743,-0.008,0.104
13.417,10.764,1,前進 4,0.2194,0.6739,-0.008,0.089
13.419,10.766,1,前進 4,0.2197,0.6735,-0.008,0.104
13.421,10.768,1,前進 4,0.2199,0.6730,-0.008,0.104
13.423,10.770,1,前進 4,0.2201,0.6726,-0.008,0.104
13.425,10.772,1,前進 4,0.2202,0.6721,-0.007,0.089
13.427,10.774,1,前進 4,0.2205,0.6717,-0.007,0.104
13.429,10.776,1,前進 4,0.2207,0.6713,-0.007,0.104
13.431,10.778,1,前進 4,0.2208,0.6708,-0.007,0.089
13.433,10.780,1,前進 4,0.2211,0.6704,-0.007,0.104
13.435,10.782,1,前進 4,0.2212,0.6699,-0.007,0.090
13.437,10.784,1,前進 4,0.2214,0.6695,-0.007,0.104
13.439,10.786,1,前進 4,0.2216,0.6691,-0.007,0.090
13.441,10.788,1,前進 4,0.2218,0.6686,-0.007,0.090
13.443,10.790,1,前進 4,0.2220,0.6682,-0.007,0.104
13.445,10.792,1,前進 4,0.2222,0.6677,-0.007,0.090
13.447,10.794,1,前進 4,0.2224,0.6673,-0.007,0.089
13.449,10.796,1,前進 4,0.2225,0.6668,-0.007,0.090
13.451,10.798,1,前進 4,0.2227,0.6664,-0.007,0.090
13.453,10.800,1,前進 4,0.2229,0.6659,-0.007,0.090
13.455,10.802,1,前進 4,0.2231,0.6655,-0.007,0.104
13.457,10.804,1,前進 4,0.2233,0.6650,-0.007,0.089
13.459,10.806,1,前進 4,0.2234,0.6646,-0.007,0.075
13.461,10.808,1,前進 4,0.2236,0.6642,-0.007,0.089
13.463,10.810,1,前進 4,0.2238,0.6637,-0.006,0.090
13.465,10.812,1,前進 4,0.2240,0.6633,-0.006,0.089
13.467,10.814,1,前進 4,0.2242,0.6628,-0.006,0.089
13.469,10.816,1,前進 4,0.2243,0.6624,-0.006,0.089
13.471,10.818,1,前進 4,0.2245,0.6619,-0.006,0.089
13.473,10.820,1,前進 4,0.2247,0.6615,-0.006,0.075
13.475,10.822,1,前進 4,0.2248,0.6610,-0.006,0.089
13.477,10.824,1,前進 4,0.2250,0.6606,-0.006,0.089
13.479,10.826,1,前進 4,0.2252,0.6601,-0.006,0.075
13.481,10.828,1,前進 4,0.2254,0.6597,-0.006,0.089
13.483,10.830,1,前進 4,0.2255,0.6592,-0.006,0.075
13.485,10.832,1,前進 4,0.2257,0.6588,-0.006,0.089
13.487,10.834,1,前進 4,0.2258,0.6583,-0.006,0.075
13.489,10.836,1,前進 4,0.2260,0.6579,-0.006,0.089
13.491,10.838,1,前進 4,0.2262,0.6574,-0.006,0.075
13.493,10.840,1,前進 4,0.2263,0.6570,-0.006,0.075
13.495,10.842,1,前進 4,0.2265,0.6565,-0.006,0.089
13.497,10.844,1,前進 4,0.2266,0.6560,-0.006,0.075
13.499,10.846,1,前進 4,0.2268,0.6556,-0.006,0.075
13.501,10.848,1,前進 4,0.2269,0.6551,-0.006,0.075
13.503,10.850,1,前進 4,0.2271,0.6547,-0.006,0.075
13.505,10.852,1,前進 4,0.2273,0.6542,-0.006,0.089
13.507,10.854,1,前進 4,0.2274,0.6538,-0.006,0.075
13.509,10.856,1,前進 4,0.2276,0.6533,-0.006,0.075
13.511,10.858,1,前進 4,0.2277,0.6529,-0.005,0.075
13.513,10.860,1,前進 4,0.2279,0.6524,-0.005,0.075
13.515,10.862,1,前進 4,0.2280,0.6520,-0.005,0.075
13.517,10.864,1,前進 4,0.2282,0.6515,-0.005,0.075
13.519,10.866,1,前進 4,0.2283,0.6510,-0.005,0.075
13.521,10.868,1,前進 4,0.2285,0.6506,-0.005,0.075
13.523,10.870,1,前進 4,0.2286,0.6501,-0.005,0.060
13.525,10.872,1,前進 4,0.2287,0.6497,-0.005,0.075
13.527,10.874,1,前進 4,0.2289,0.6492,-0.005,0.075
13.529,10.876,1,前進 4,0.2290,0.6488,-0.005,0.075
13.531,10.878,1,前進 4,0.2292,0.6483,-0.005,0.075
13.533,10.880,1,前進 4,0.2293,0.6478,-0.005,0.060
13.535,10.882,1,前進 4,0.2294,0.6474,-0.005,0.075
13.537,10.884,1,前進 4,0.2296,0.6469,-0.005,0.075
13.539,10.886,1,前進 4,0.2297,0.6465,-0.005,0.060
13.541,10.888,1,前進 4,0.2299,0.6460,-0.005,0.075
13.543,10.890,1,前進 4,0.2300,0.6455,-0.005,0.060
13.545,10.892,1,前進 4,0.2301,0.6451,-0.005,0.075
13.547,10.894,1,前進 4,0.2303,0.6446,-0.005,0.075
13.549,10.896,1,前進 4,0.2304,0.6442,-0.005,0.060
13.551,10.898,1,前進 4,0.2305,0.6437,-0.005,0.060
13.553,10.900,1,前進 4,0.2307,0.6432,-0.005,0.075
13.555,10.902,1,前進 4,0.2308,0.6428,-0.005,0.060
13.557,10.904,1,前進 4,0.2309,0.6423,-0.005,0.075
13.559,10.906,1,前進 4,0.2310,0.6418,-0.005,0.060
13.561,10.908,1,前進 4,0.2312,0.6414,-0.005,0.060
13.563,10.910,1,前進 4,0.2313,0.6409,-0.005,0.075
13.565,10.912,1,前進 4,0.2314,0.6405,-0.005,0.060
13.567,10.914,1,前進 4,0.2316,0.6400,-0.005,0.060
13.569,10.916,1,前進 4,0.2317,0.6395,-0.004,0.060
13.571,10.918,1,前進 4,0.2318,0.6391,-0.004,0.075
13.573,10.920,1,前進 4,0.2319,0.6386,-0.004,0.060
13.575,10.922,1,前進 4,0.2321,0.6381,-0.004,0.060
13.577,10.924,1,前進 4,0.2322,0.6377,-0.004,0.060
13.579,10.926,1,前進 4,0.2323,0.6372,-0.004,0.060
13.581,10.928,1,前進 4,0.2324,0.6367,-0.004,0.060
13.583,10.930,1,前進 4,0.2325,0.6363,-0.004,0.060
13.585,10.932,1,前進 4,0.2327,0.6358,-0.004,0.060
13.587,10.934,1,前進 4,0.2328,0.6354,-0.004,0.060
13.589,10.936,1,前進 4,0.2329,0.6349,-0.004,0.060
13.591,10.938,1,前進 4,0.2330,0.6344,-0.004,0.060
13.593,10.940,1,前進 4,0.2331,0.6340,-0.004,0.060
13.595,10.942,1,前進 4,0.2333,0.6335,-0.004,0.060
13.597,10.944,1,前進 4,0.2334,0.6330,-0.004,0.060
13.599,10.946,1,前進 4,0.2335,0.6326,-0.004,0.060
13.601,10.948,1,前進 4,0.2336,0.6321,-0.004,0.060
13.603,10.950,1,前進 4,0.2337,0.6316,-0.004,0.045
13.605,10.952,1,前進 4,0.2338,0.6312,-0.004,0.060
13.607,10.954,1,前進 4,0.2339,0.6307,-0.004,0.060
13.609,10.956,1,前進 4,0.2341,0.6302,-0.004,0.060
13.611,10.958,1,前進 4,0.2341,0.6297,-0.004,0.045
13.613,10.960,1,前進 4,0.2343,0.6293,-0.004,0.060
13.615,10.962,1,前進 4,0.2344,0.6288,-0.004,0.060
13.617,10.964,1,前進 4,0.2345,0.6283,-0.004,0.045
13.619,10.966,1,前進 4,0.2346,0.6279,-0.004,0.060
13.621,10.968,1,前進 4,0.2347,0.6274,-0.004,0.060
13.623,10.970,1,前進 4,0.2348,0.6269,-0.004,0.045
13.625,10.972,1,前進 4,0.2349,0.6265,-0.004,0.060
13.627,10.974,1,前進 4,0.2350,0.6260,-0.004,0.045
13.629,10.976,1,前進 4,0.2351,0.6255,-0.004,0.060
13.631,10.978,1,前進 4,0.2352,0.6251,-0.004,0.045
13.633,10.980,1,前進 4,0.2353,0.6246,-0.004,0.060
13.635,10.982,1,前進 4,0.2354,0.6241,-0.004,0.045
13.637,10.984,1,前進 4,0.2355,0.6236,-0.003,0.060
13.639,10.986,1,前進 4,0.2356,0.6232,-0.003,0.045
13.641,10.988,1,前進 4,0.2358,0.6227,-0.003,0.060
13.643,10.990,1,前進 4,0.2358,0.6222,-0.003,0.045
13.645,10.992,1,前進 4,0.2360,0.6218,-0.003,0.060
13.647,10.994,1,前進 4,0.2361,0.6213,-0.003,0.045
13.649,10.996,1,前進 4,0.2361,0.6208,-0.003,0.045
13.651,10.998,1,前進 4,0.2363,0.6203,-0.003,0.060
13.653,11.000,1,前進 4,0.2364,0.6199,-0.003,0.045
13.655,11.002,1,前進 4,0.2364,0.6194,-0.003,0.045
13.657,11.004,1,前進 4,0.2365,0.6189,-0.003,0.045
13.659,11.006,1,前進 4,0.2367,0.6184,-0.003,0.060
13.661,11.008,1,前進 4,0.2367,0.6180,-0.003,0.045
13.663,11.010,1,前進 4,0.2368,0.6175,-0.003,0.045
13.665,11.012,1,前進 4,0.2369,0.6170,-0.003,0.045
13.667,11.014,1,前進 4,0.2370,0.6166,-0.003,0.060
13.669,11.016,1,前進 4,0.2371,0.6161,-0.003,0.045
13.671,11.018,1,前進 4,0.2372,0.6156,-0.003,0.045
13.673,11.020,1,前進 4,0.2373,0.6151,-0.003,0.045
13.675,11.022,1,前進 4,0.2374,0.6147,-0.003,0.045
13.677,11.024,1,前進 4,0.2375,0.6142,-0.003,0.045
13.679,11.026,1,前進 4,0.2376,0.6137,-0.003,0.045
13.681,11.028,1,前進 4,0.2377,0.6132,-0.003,0.045
13.683,11.030,1,前進 4,0.2378,0.6128,-0.003,0.045
13.685,11.032,1,前進 4,0.2378,0.6123,-0.003,0.045
13.687,11.034,1,前進 4,0.2379,0.6118,-0.003,0.045
13.689,11.036,1,前進 4,0.2380,0.6113,-0.003,0.045
13.691,11.038,1,前進 4,0.2381,0.6108,-0.003,0.045
13.693,11.040,1,前進 4,0.2382,0.6104,-0.003,0.045
13.695,11.042,1,前進 4,0.2383,0.6099,-0.003,0.045
13.697,11.044,1,前進 4,0.2384,0.6094,-0.003,0.045
13.699,11.046,1,前進 4,0.2385,0.6089,-0.003,0.045
13.701,11.048,1,前進 4,0.2386,0.6085,-0.003,0.045
13.703,11.050,1,前進 4,0.2387,0.6080,-0.003,0.045
13.705,11.052,1,前進 4,0.2387,0.6075,-0.003,0.045
13.707,11.054,1,前進 4,0.2388,0.6070,-0.003,0.045
13.709,11.056,1,前進 4,0.2389,0.6066,-0.003,0.045
13.711,11.058,1,前進 4,0.2390,0.6061,-0.003,0.030
13.713,11.060,1,前進 4,0.2391,0.6056,-0.003,0.045
13.715,11.062,1,前進 4,0.2392,0.6051,-0.003,0.045
13.717,11.064,1,前進 4,0.2392,0.6046,-0.002,0.045
13.719,11.066,1,前進 4,0.2393,0.6042,-0.002,0.045
13.721,11.068,1,前進 4,0.2394,0.6037,-0.002,0.030
13.723,11.070,1,前進 4,0.2395,0.6032,-0.002,0.045
13.725,11.072,1,前進 4,0.2396,0.6027,-0.002,0.045
13.727,11.074,1,前進 4,0.2397,0.6022,-0.002,0.045
13.729,11.076,1,前進 4,0.2397,0.6018,-0.002,0.030
13.731,11.078,1,前進 4,0.2398,0.6013,-0.002,0.045
13.733,11.080,1,前進 4,0.2399,0.6008,-0.002,0.045
13.735,11.082,1,前進 4,0.2400,0.6003,-0.002,0.030
13.737,11.084,1,前進 4,0.2401,0.5998,-0.002,0.045
13.739,11.086,1,前進 4,0.2401,0.5994,-0.002,0.045
13.741,11.088,1,前進 4,0.2402,0.5989,-0.002,0.030
13.743,11.090,1,前進 4,0.2403,0.5984,-0.002,0.045
13.745,11.092,1,前進 4,0.2404,0.5979,-0.002,0.045
